age,gender,weight_kg,height_cm,bmi,activity_level,goal,goal_encoded,health_condition,condition_encoded,region,region_encoded,protein_pct,carbs_pct,fat_pct,diet_category
45,0,58.9,157.2,23.86,1.9,loss,-1,none,0,east_india,3,33,29,38,maintenance
54,0,73.2,171.3,24.92,1.375,maintain,0,diabetes,1,south_india,1,40,26,34,medical_diet
24,1,90.1,178.0,28.45,1.2,loss,-1,none,0,north_india,0,37,31,32,weight_loss
21,0,65.0,153.5,27.6,1.2,maintain,0,none,0,north_india,0,32,39,29,maintenance
54,0,69.1,162.8,26.05,1.55,maintain,0,diabetes,1,east_india,3,40,26,34,medical_diet
18,1,52.3,164.3,19.38,1.55,gain,1,hypertension,2,south_india,1,41,55,4,muscle_gain
18,0,50.0,161.5,19.16,1.2,gain,1,hypertension,2,north_india,0,41,54,5,muscle_gain
64,1,60.9,171.5,20.69,1.375,maintain,0,none,0,north_india,0,28,39,33,maintenance
37,0,68.1,165.2,24.93,1.55,gain,1,diabetes,1,north_india,0,49,34,17,muscle_gain
36,1,38.3,162.6,14.48,1.375,loss,-1,thyroid,3,south_india,1,36,32,32,muscle_gain
46,1,71.5,171.6,24.29,1.55,loss,-1,thyroid,3,west_india,2,34,32,34,medical_diet
27,1,91.5,174.6,30.02,1.2,loss,-1,none,0,south_india,1,34,29,37,weight_loss
35,0,57.7,149.7,25.75,1.55,maintain,0,none,0,east_india,3,31,40,29,maintenance
45,1,54.5,158.7,21.63,1.375,maintain,0,thyroid,3,west_india,2,29,41,30,medical_diet
52,0,48.4,156.7,19.69,1.375,loss,-1,none,0,south_india,1,33,30,37,maintenance
60,1,83.2,173.5,27.63,1.375,gain,1,hypertension,2,west_india,2,40,57,3,muscle_gain
64,1,69.8,166.1,25.29,1.375,gain,1,thyroid,3,west_india,2,40,51,9,muscle_gain
48,1,71.1,174.1,23.47,1.375,loss,-1,hypertension,2,south_india,1,33,37,30,medical_diet
44,0,54.2,161.2,20.84,1.2,loss,-1,diabetes,1,south_india,1,43,16,41,medical_diet
28,0,62.8,161.9,23.96,1.9,gain,1,none,0,north_india,0,42,49,9,muscle_gain
66,1,65.5,169.1,22.89,1.725,loss,-1,none,0,south_india,1,35,29,36,maintenance
66,0,71.3,161.9,27.21,1.375,loss,-1,diabetes,1,south_india,1,43,14,43,weight_loss
55,0,77.6,162.7,29.31,1.2,loss,-1,hypertension,2,east_india,3,36,36,28,weight_loss
22,0,41.5,157.9,16.65,1.2,loss,-1,none,0,north_india,0,34,28,38,muscle_gain
25,1,66.9,181.6,20.28,1.725,maintain,0,none,0,west_india,2,28,39,33,maintenance
51,0,75.8,159.6,29.75,1.725,loss,-1,none,0,north_india,0,36,30,34,weight_loss
65,1,60.5,158.5,24.08,1.2,gain,1,diabetes,1,east_india,3,52,34,14,muscle_gain
69,1,52.9,166.5,19.09,1.55,gain,1,none,0,south_india,1,40,52,8,muscle_gain
29,1,73.1,161.3,28.09,1.55,maintain,0,none,0,south_india,1,31,39,30,maintenance
55,0,52.9,148.8,23.9,1.375,gain,1,none,0,north_india,0,39,49,12,muscle_gain
18,1,99.3,172.8,33.23,1.375,loss,-1,hypertension,2,north_india,0,36,33,31,weight_loss
48,0,42.8,145.6,20.18,1.55,loss,-1,none,0,west_india,2,37,28,35,maintenance
21,0,74.8,161.5,28.68,1.2,loss,-1,none,0,south_india,1,34,32,34,weight_loss
66,1,48.5,165.9,17.62,1.2,gain,1,none,0,east_india,3,40,50,10,muscle_gain
62,1,85.1,168.3,30.03,1.2,gain,1,hypertension,2,south_india,1,39,55,6,muscle_gain
67,1,82.2,170.9,28.15,1.725,loss,-1,none,0,north_india,0,36,31,33,weight_loss
22,0,84.7,165.4,30.94,1.375,maintain,0,none,0,west_india,2,28,38,34,maintenance
47,0,63.2,149.8,28.13,1.375,loss,-1,none,0,east_india,3,33,32,35,weight_loss
41,1,56.6,157.8,22.73,1.55,loss,-1,none,0,east_india,3,34,29,37,maintenance
20,1,68.2,182.3,20.53,1.9,loss,-1,diabetes,1,west_india,2,44,15,41,medical_diet
28,0,48.6,155.9,20.02,1.2,maintain,0,none,0,north_india,0,32,41,27,maintenance
62,0,38.0,155.4,15.74,1.2,loss,-1,thyroid,3,south_india,1,36,31,33,muscle_gain
21,1,51.6,162.6,19.5,1.2,loss,-1,hypertension,2,south_india,1,34,34,32,medical_diet
43,0,69.9,164.8,25.74,1.725,loss,-1,hypertension,2,south_india,1,33,36,31,weight_loss
44,0,56.5,157.1,22.9,1.375,loss,-1,none,0,north_india,0,35,28,37,maintenance
63,0,46.7,149.4,20.93,1.55,maintain,0,none,0,north_india,0,31,42,27,maintenance
60,0,45.2,154.7,18.88,1.2,loss,-1,diabetes,1,south_india,1,47,13,40,medical_diet
44,0,38.0,157.8,15.27,1.375,loss,-1,none,0,west_india,2,36,32,32,muscle_gain
59,0,64.6,162.4,24.49,1.2,maintain,0,none,0,north_india,0,28,39,33,maintenance
68,1,70.6,166.0,25.6,1.375,loss,-1,none,0,north_india,0,36,28,36,weight_loss
67,0,41.9,153.8,17.71,1.2,gain,1,none,0,west_india,2,42,49,9,muscle_gain
23,1,61.5,167.9,21.82,1.375,maintain,0,none,0,west_india,2,32,40,28,maintenance
32,1,100.3,181.8,30.35,1.55,loss,-1,none,0,south_india,1,35,31,34,weight_loss
47,0,62.7,148.8,28.32,1.725,loss,-1,none,0,north_india,0,36,32,32,weight_loss
59,1,51.2,169.0,17.93,1.2,gain,1,thyroid,3,south_india,1,40,51,9,muscle_gain
54,1,64.0,165.0,23.5,1.55,loss,-1,hypertension,2,west_india,2,34,34,32,medical_diet
54,1,75.4,158.0,30.23,1.725,loss,-1,none,0,north_india,0,35,31,34,weight_loss
59,0,66.4,169.0,23.25,1.2,gain,1,hypertension,2,north_india,0,39,57,4,muscle_gain
54,1,56.5,159.7,22.15,1.375,loss,-1,pcos,4,west_india,2,44,14,42,medical_diet
52,0,74.6,161.5,28.61,1.55,loss,-1,diabetes,1,south_india,1,44,17,39,weight_loss
40,1,67.7,155.8,27.87,1.2,maintain,0,hypertension,2,west_india,2,28,45,27,medical_diet
23,1,76.4,165.2,28.0,1.2,gain,1,none,0,west_india,2,42,52,6,muscle_gain
21,1,67.8,171.0,23.2,1.2,gain,1,pcos,4,north_india,0,49,36,15,muscle_gain
35,1,70.2,162.2,26.67,1.375,loss,-1,none,0,north_india,0,36,28,36,weight_loss
26,0,68.4,150.5,30.21,1.2,gain,1,hypertension,2,north_india,0,38,54,8,muscle_gain
66,1,65.5,166.1,23.74,1.2,loss,-1,none,0,north_india,0,34,30,36,maintenance
46,1,71.3,176.1,22.98,1.55,loss,-1,none,0,north_india,0,34,28,38,maintenance
30,0,65.6,150.9,28.83,1.375,loss,-1,none,0,east_india,3,37,28,35,weight_loss
64,0,76.9,152.4,33.13,1.2,loss,-1,none,0,north_india,0,33,28,39,weight_loss
69,0,94.2,168.8,33.05,1.375,maintain,0,hypertension,2,north_india,0,28,44,28,medical_diet
34,1,64.8,169.3,22.61,1.9,loss,-1,thyroid,3,north_india,0,35,29,36,medical_diet
62,0,46.2,149.5,20.67,1.2,maintain,0,none,0,north_india,0,31,38,31,maintenance
49,0,41.9,154.2,17.61,1.2,loss,-1,diabetes,1,north_india,0,47,17,36,muscle_gain
65,0,57.0,155.6,23.54,1.2,loss,-1,hypertension,2,north_india,0,35,37,28,medical_diet
39,0,38.7,151.6,16.85,1.2,maintain,0,none,0,south_india,1,30,38,32,muscle_gain
21,0,43.7,150.0,19.42,1.375,maintain,0,pcos,4,south_india,1,41,27,32,medical_diet
22,0,74.5,166.1,27.01,1.9,maintain,0,none,0,north_india,0,32,38,30,maintenance
54,1,77.2,172.5,25.94,1.55,maintain,0,thyroid,3,south_india,1,31,39,30,medical_diet
58,0,38.8,160.5,15.05,1.375,loss,-1,pcos,4,north_india,0,47,17,36,muscle_gain
66,1,91.9,173.1,30.69,1.375,gain,1,none,0,south_india,1,39,50,11,muscle_gain
30,0,45.7,158.7,18.13,1.2,loss,-1,thyroid,3,north_india,0,33,29,38,muscle_gain
51,0,51.1,162.6,19.32,1.2,maintain,0,diabetes,1,south_india,1,39,23,38,medical_diet
62,0,38.0,151.0,16.66,1.55,gain,1,hypertension,2,south_india,1,39,55,6,muscle_gain
39,1,68.9,176.9,22.04,1.375,loss,-1,none,0,north_india,0,34,30,36,maintenance
40,0,50.4,161.2,19.41,1.2,loss,-1,hypertension,2,north_india,0,36,34,30,medical_diet
68,0,55.8,166.3,20.18,1.2,maintain,0,diabetes,1,north_india,0,42,25,33,medical_diet
20,0,39.1,168.7,13.75,1.375,maintain,0,none,0,south_india,1,29,42,29,muscle_gain
59,0,59.0,157.4,23.8,1.55,loss,-1,diabetes,1,west_india,2,43,15,42,medical_diet
51,1,73.6,170.8,25.22,1.375,gain,1,hypertension,2,east_india,3,39,55,6,muscle_gain
49,1,90.2,163.2,33.84,1.55,loss,-1,none,0,south_india,1,35,31,34,weight_loss
62,1,71.3,165.4,26.04,1.55,gain,1,thyroid,3,east_india,3,40,50,10,muscle_gain
68,1,68.7,174.6,22.52,1.2,loss,-1,none,0,east_india,3,36,30,34,maintenance
66,1,55.0,169.4,19.16,1.9,maintain,0,thyroid,3,west_india,2,28,42,30,medical_diet
38,0,58.5,159.6,22.95,1.2,loss,-1,none,0,south_india,1,36,30,34,maintenance
63,0,61.5,156.1,25.23,1.2,loss,-1,thyroid,3,west_india,2,36,30,34,weight_loss
61,0,52.1,158.2,20.84,1.55,loss,-1,hypertension,2,south_india,1,36,34,30,medical_diet
38,1,71.9,171.1,24.54,1.2,loss,-1,none,0,south_india,1,34,31,35,maintenance
61,0,77.5,154.7,32.37,1.375,gain,1,hypertension,2,west_india,2,42,55,3,muscle_gain
28,1,75.2,179.8,23.26,1.725,maintain,0,none,0,east_india,3,32,38,30,maintenance
56,0,45.2,167.9,16.05,1.55,loss,-1,none,0,south_india,1,33,31,36,muscle_gain
21,1,96.0,185.5,27.89,1.375,loss,-1,none,0,north_india,0,34,32,34,weight_loss
68,0,72.3,168.5,25.46,1.55,gain,1,none,0,north_india,0,42,50,8,muscle_gain
18,0,41.7,162.2,15.84,1.55,gain,1,pcos,4,north_india,0,50,34,16,muscle_gain
45,0,54.2,149.1,24.39,1.375,loss,-1,none,0,south_india,1,36,29,35,maintenance
41,0,48.9,160.9,18.89,1.375,maintain,0,none,0,north_india,0,32,42,26,maintenance
52,1,84.5,179.2,26.31,1.9,loss,-1,none,0,west_india,2,36,32,32,weight_loss
30,0,79.9,157.0,32.41,1.9,loss,-1,pcos,4,south_india,1,44,13,43,weight_loss
64,0,54.4,156.5,22.21,1.375,loss,-1,none,0,south_india,1,37,32,31,maintenance
51,0,60.3,147.3,27.79,1.2,maintain,0,none,0,north_india,0,31,42,27,maintenance
28,1,53.9,168.7,18.96,1.55,maintain,0,diabetes,1,south_india,1,42,26,32,medical_diet
53,0,52.0,170.2,17.94,1.2,gain,1,thyroid,3,west_india,2,42,50,8,muscle_gain
68,0,82.6,158.4,32.92,1.55,loss,-1,hypertension,2,west_india,2,33,33,34,weight_loss
34,0,59.6,155.9,24.52,1.375,loss,-1,diabetes,1,east_india,3,43,13,44,medical_diet
52,0,75.5,167.9,26.8,1.55,loss,-1,none,0,north_india,0,34,28,38,weight_loss
35,0,68.4,154.6,28.63,1.375,maintain,0,hypertension,2,north_india,0,31,45,24,medical_diet
57,1,63.2,169.6,21.99,1.725,loss,-1,hypertension,2,south_india,1,33,37,30,medical_diet
39,1,87.9,178.0,27.74,1.2,maintain,0,hypertension,2,east_india,3,28,47,25,medical_diet
41,1,74.0,165.9,26.88,1.2,maintain,0,none,0,north_india,0,29,41,30,maintenance
36,0,38.0,152.5,16.34,1.55,maintain,0,none,0,west_india,2,30,41,29,muscle_gain
54,1,91.2,173.1,30.46,1.375,loss,-1,none,0,north_india,0,35,28,37,weight_loss
56,0,67.1,151.4,29.26,1.375,loss,-1,hypertension,2,south_india,1,37,35,28,weight_loss
38,0,38.0,151.3,16.59,1.725,loss,-1,hypertension,2,east_india,3,34,37,29,muscle_gain
25,0,60.4,158.0,24.19,1.375,maintain,0,none,0,south_india,1,31,40,29,maintenance
45,0,50.6,153.3,21.51,1.55,loss,-1,none,0,west_india,2,33,32,35,maintenance
22,1,77.1,160.1,30.09,1.2,loss,-1,pcos,4,south_india,1,45,15,40,weight_loss
34,1,59.9,176.8,19.16,1.55,gain,1,none,0,west_india,2,38,50,12,muscle_gain
54,1,121.3,178.0,38.26,1.375,loss,-1,diabetes,1,north_india,0,47,13,40,weight_loss
53,0,56.2,158.3,22.43,1.375,loss,-1,none,0,east_india,3,33,31,36,maintenance
36,1,78.2,169.4,27.27,1.55,loss,-1,hypertension,2,south_india,1,34,34,32,weight_loss
44,1,89.1,172.5,29.96,1.375,maintain,0,none,0,north_india,0,31,40,29,maintenance
51,0,42.6,145.0,20.28,1.9,loss,-1,diabetes,1,north_india,0,43,14,43,medical_diet
28,1,70.0,171.4,23.83,1.55,maintain,0,diabetes,1,north_india,0,41,23,36,medical_diet
62,0,49.4,155.4,20.45,1.55,maintain,0,hypertension,2,south_india,1,29,45,26,medical_diet
64,1,47.1,157.7,18.93,1.375,gain,1,none,0,north_india,0,42,48,10,muscle_gain
29,1,74.5,171.2,25.41,1.375,loss,-1,diabetes,1,north_india,0,44,14,42,weight_loss
38,1,58.7,160.3,22.83,1.2,maintain,0,none,0,south_india,1,30,42,28,maintenance
28,0,38.9,145.0,18.5,1.2,loss,-1,pcos,4,east_india,3,47,15,38,medical_diet
56,1,57.9,163.3,21.71,1.2,loss,-1,diabetes,1,south_india,1,43,13,44,medical_diet
45,1,73.8,166.9,26.5,1.9,loss,-1,hypertension,2,south_india,1,36,34,30,weight_loss
22,1,68.0,177.6,21.57,1.375,maintain,0,none,0,north_india,0,32,40,28,maintenance
34,1,68.5,171.5,23.3,1.55,loss,-1,none,0,north_india,0,37,29,34,maintenance
37,0,64.1,153.4,27.27,1.375,loss,-1,none,0,north_india,0,35,32,33,weight_loss
58,0,64.1,161.1,24.69,1.375,loss,-1,none,0,west_india,2,33,30,37,maintenance
63,1,51.2,163.8,19.09,1.375,loss,-1,none,0,east_india,3,37,28,35,maintenance
29,1,70.5,170.8,24.17,1.375,loss,-1,none,0,west_india,2,35,28,37,maintenance
23,1,75.8,170.5,26.06,1.725,loss,-1,none,0,north_india,0,36,28,36,weight_loss
34,0,57.9,146.1,27.16,1.725,loss,-1,none,0,south_india,1,36,28,36,weight_loss
68,1,50.8,159.8,19.87,1.55,loss,-1,none,0,south_india,1,33,30,37,maintenance
36,1,63.3,170.0,21.9,1.725,loss,-1,none,0,east_india,3,33,32,35,maintenance
43,0,53.5,161.9,20.43,1.2,maintain,0,hypertension,2,west_india,2,28,47,25,medical_diet
65,0,58.9,166.6,21.21,1.2,gain,1,hypertension,2,west_india,2,41,53,6,muscle_gain
61,0,60.5,155.6,24.98,1.375,maintain,0,none,0,south_india,1,29,38,33,maintenance
61,1,87.8,180.7,26.9,1.55,maintain,0,hypertension,2,south_india,1,28,43,29,medical_diet
69,0,70.3,157.7,28.27,1.375,gain,1,hypertension,2,west_india,2,39,53,8,muscle_gain
49,0,53.9,155.0,22.44,1.375,loss,-1,none,0,south_india,1,34,30,36,maintenance
23,1,43.3,160.2,16.88,1.2,maintain,0,diabetes,1,west_india,2,38,27,35,muscle_gain
53,0,70.9,162.8,26.73,1.9,loss,-1,hypertension,2,north_india,0,34,36,30,weight_loss
55,1,82.2,180.3,25.29,1.55,maintain,0,diabetes,1,east_india,3,39,26,35,medical_diet
28,1,63.2,162.5,23.94,1.375,maintain,0,none,0,west_india,2,29,42,29,maintenance
50,0,43.1,158.5,17.15,1.9,gain,1,none,0,south_india,1,40,48,12,muscle_gain
41,1,57.5,159.8,22.5,1.2,maintain,0,none,0,east_india,3,32,41,27,maintenance
40,0,38.0,145.2,18.02,1.375,loss,-1,hypertension,2,west_india,2,33,35,32,muscle_gain
32,0,64.0,158.3,25.57,1.2,loss,-1,diabetes,1,south_india,1,45,13,42,weight_loss
44,0,52.2,157.3,21.07,1.375,loss,-1,none,0,west_india,2,33,32,35,maintenance
28,1,61.8,168.1,21.89,1.2,maintain,0,none,0,north_india,0,32,42,26,maintenance
68,0,38.0,156.5,15.53,1.375,maintain,0,none,0,south_india,1,29,39,32,muscle_gain
67,1,91.8,179.5,28.5,1.725,loss,-1,none,0,north_india,0,35,30,35,weight_loss
34,1,61.4,164.5,22.69,1.375,gain,1,none,0,north_india,0,38,50,12,muscle_gain
68,1,72.8,171.7,24.68,1.375,gain,1,none,0,east_india,3,39,49,12,muscle_gain
31,0,51.0,159.8,19.97,1.55,loss,-1,none,0,south_india,1,36,29,35,maintenance
44,1,46.9,166.7,16.87,1.55,maintain,0,none,0,west_india,2,30,39,31,muscle_gain
35,1,63.7,170.0,22.02,1.9,loss,-1,none,0,south_india,1,35,30,35,maintenance
45,0,57.4,161.9,21.91,1.375,maintain,0,diabetes,1,south_india,1,41,24,35,medical_diet
68,0,61.8,158.2,24.66,1.55,maintain,0,pcos,4,north_india,0,39,25,36,medical_diet
64,1,67.2,171.5,22.86,1.375,gain,1,thyroid,3,west_india,2,42,49,9,muscle_gain
64,1,51.5,160.1,20.08,1.2,loss,-1,hypertension,2,west_india,2,36,36,28,medical_diet
21,0,42.7,160.8,16.53,1.375,gain,1,hypertension,2,south_india,1,41,57,2,muscle_gain
24,1,69.4,168.8,24.35,1.375,gain,1,diabetes,1,east_india,3,48,35,17,muscle_gain
62,1,60.1,169.6,20.88,1.375,maintain,0,none,0,south_india,1,30,38,32,maintenance
52,1,84.4,168.5,29.71,1.55,loss,-1,none,0,west_india,2,37,28,35,weight_loss
65,1,60.9,159.1,24.06,1.375,maintain,0,none,0,west_india,2,32,39,29,maintenance
26,0,71.2,164.4,26.32,1.9,maintain,0,diabetes,1,south_india,1,42,24,34,medical_diet
25,1,49.5,152.5,21.29,1.9,gain,1,none,0,east_india,3,40,50,10,muscle_gain
69,0,55.9,153.5,23.73,1.375,loss,-1,none,0,south_india,1,37,31,32,maintenance
62,1,63.1,173.8,20.89,1.375,loss,-1,diabetes,1,west_india,2,43,13,44,medical_diet
34,0,39.6,153.7,16.75,1.375,maintain,0,none,0,west_india,2,29,40,31,muscle_gain
34,1,70.3,170.1,24.29,1.375,loss,-1,none,0,south_india,1,33,28,39,maintenance
66,0,65.5,158.7,26.02,1.9,maintain,0,hypertension,2,north_india,0,29,47,24,medical_diet
50,1,38.0,160.8,14.69,1.2,loss,-1,none,0,east_india,3,35,29,36,muscle_gain
49,0,50.3,156.3,20.59,1.375,maintain,0,none,0,north_india,0,31,40,29,maintenance
25,1,91.1,168.9,31.9,1.2,maintain,0,none,0,east_india,3,31,39,30,maintenance
36,1,72.2,166.4,26.06,1.55,maintain,0,diabetes,1,south_india,1,42,25,33,medical_diet
55,0,74.9,156.4,30.6,1.2,maintain,0,none,0,west_india,2,32,39,29,maintenance
20,0,44.7,152.4,19.28,1.725,gain,1,hypertension,2,north_india,0,40,54,6,muscle_gain
22,0,44.6,150.1,19.8,1.375,gain,1,none,0,south_india,1,41,50,9,muscle_gain
30,0,71.6,160.0,27.97,1.725,loss,-1,none,0,north_india,0,34,32,34,weight_loss
64,0,70.8,163.3,26.54,1.9,maintain,0,none,0,east_india,3,30,38,32,maintenance
63,1,63.9,165.0,23.46,1.55,loss,-1,diabetes,1,north_india,0,46,15,39,medical_diet
48,0,39.2,154.4,16.46,1.55,loss,-1,hypertension,2,south_india,1,34,37,29,muscle_gain
33,0,68.8,154.9,28.67,1.2,gain,1,none,0,north_india,0,42,51,7,muscle_gain
67,1,95.7,165.6,34.91,1.725,maintain,0,none,0,west_india,2,32,39,29,maintenance
49,0,44.9,163.8,16.74,1.55,maintain,0,none,0,south_india,1,31,39,30,muscle_gain
39,0,78.7,161.9,30.04,1.2,maintain,0,thyroid,3,north_india,0,29,38,33,medical_diet
46,0,46.1,151.7,20.03,1.375,maintain,0,none,0,south_india,1,30,38,32,maintenance
39,1,55.3,159.3,21.79,1.2,gain,1,diabetes,1,north_india,0,51,34,15,muscle_gain
60,0,66.0,162.7,24.91,1.55,loss,-1,none,0,north_india,0,36,29,35,maintenance
20,1,49.0,163.4,18.33,1.2,maintain,0,diabetes,1,south_india,1,38,25,37,muscle_gain
27,1,66.9,167.3,23.89,1.55,loss,-1,thyroid,3,south_india,1,33,28,39,medical_diet
59,0,38.0,151.7,16.51,1.55,loss,-1,diabetes,1,north_india,0,43,15,42,muscle_gain
38,1,77.3,171.6,26.25,1.375,loss,-1,thyroid,3,north_india,0,36,30,34,weight_loss
33,0,78.6,151.8,34.11,1.725,loss,-1,diabetes,1,south_india,1,44,14,42,weight_loss
29,0,53.5,161.1,20.59,1.55,maintain,0,pcos,4,east_india,3,40,23,37,medical_diet
19,0,67.6,169.7,23.5,1.375,maintain,0,diabetes,1,west_india,2,40,27,33,medical_diet
58,0,53.0,154.4,22.22,1.725,loss,-1,diabetes,1,north_india,0,47,13,40,medical_diet
41,0,82.5,170.7,28.33,1.725,loss,-1,hypertension,2,west_india,2,36,35,29,weight_loss
52,1,73.2,168.3,25.83,1.55,loss,-1,none,0,north_india,0,33,30,37,weight_loss
47,1,80.2,169.2,28.03,1.2,loss,-1,none,0,south_india,1,35,29,36,weight_loss
47,1,57.0,163.1,21.43,1.375,loss,-1,none,0,west_india,2,34,31,35,maintenance
64,1,85.4,180.2,26.3,1.725,loss,-1,none,0,south_india,1,34,28,38,weight_loss
52,0,38.0,145.0,18.07,1.55,gain,1,thyroid,3,south_india,1,41,52,7,muscle_gain
36,0,68.9,160.9,26.62,1.375,gain,1,none,0,east_india,3,39,48,13,muscle_gain
67,1,55.9,170.5,19.22,1.9,loss,-1,none,0,north_india,0,37,28,35,maintenance
25,0,55.5,159.4,21.83,1.2,loss,-1,none,0,north_india,0,36,30,34,maintenance
43,1,75.1,166.2,27.2,1.2,maintain,0,diabetes,1,east_india,3,41,24,35,medical_diet
66,1,43.7,162.2,16.63,1.725,gain,1,hypertension,2,east_india,3,42,57,1,muscle_gain
57,1,73.5,160.4,28.56,1.2,loss,-1,diabetes,1,south_india,1,47,17,36,weight_loss
24,1,58.6,160.1,22.86,1.375,gain,1,hypertension,2,south_india,1,39,53,8,muscle_gain
47,0,70.3,152.9,30.09,1.725,loss,-1,none,0,north_india,0,33,28,39,weight_loss
24,0,43.7,154.5,18.29,1.55,maintain,0,pcos,4,east_india,3,40,27,33,muscle_gain
20,1,38.0,150.0,16.9,1.55,loss,-1,none,0,south_india,1,36,32,32,muscle_gain
18,1,70.8,171.1,24.17,1.55,gain,1,none,0,south_india,1,41,51,8,muscle_gain
53,1,74.8,167.7,26.58,1.375,loss,-1,hypertension,2,north_india,0,35,36,29,weight_loss
42,1,85.5,177.4,27.15,1.375,maintain,0,none,0,south_india,1,29,42,29,maintenance
54,1,57.0,170.6,19.58,1.55,loss,-1,hypertension,2,west_india,2,35,34,31,medical_diet
18,0,38.0,153.8,16.07,1.375,loss,-1,none,0,north_india,0,33,31,36,muscle_gain
32,1,48.6,152.4,20.95,1.55,maintain,0,none,0,east_india,3,29,40,31,maintenance
54,1,69.2,163.0,26.04,1.375,gain,1,none,0,north_india,0,41,50,9,muscle_gain
30,0,63.0,157.4,25.42,1.2,gain,1,hypertension,2,east_india,3,40,55,5,muscle_gain
57,0,81.7,162.9,30.81,1.2,gain,1,none,0,west_india,2,40,48,12,muscle_gain
25,0,48.9,153.4,20.79,1.375,gain,1,none,0,west_india,2,39,51,10,muscle_gain
22,0,38.0,150.0,16.9,1.725,gain,1,hypertension,2,west_india,2,41,53,6,muscle_gain
26,0,70.5,156.1,28.92,1.375,loss,-1,hypertension,2,south_india,1,35,34,31,weight_loss
18,0,51.2,148.8,23.1,1.2,loss,-1,none,0,north_india,0,37,32,31,maintenance
53,0,58.7,155.3,24.34,1.2,loss,-1,none,0,west_india,2,35,32,33,maintenance
52,0,64.5,155.3,26.75,1.375,maintain,0,hypertension,2,north_india,0,30,44,26,medical_diet
19,0,60.2,145.0,28.62,1.2,gain,1,none,0,north_india,0,38,51,11,muscle_gain
57,1,68.4,168.7,24.04,1.2,maintain,0,pcos,4,north_india,0,38,24,38,medical_diet
40,0,70.0,155.9,28.81,1.55,maintain,0,none,0,west_india,2,30,42,28,maintenance
26,1,68.6,161.9,26.15,1.55,gain,1,none,0,west_india,2,40,52,8,muscle_gain
51,1,69.1,176.9,22.06,1.725,gain,1,none,0,north_india,0,38,49,13,muscle_gain
63,1,56.9,159.7,22.31,1.55,maintain,0,none,0,north_india,0,32,38,30,maintenance
31,1,81.2,173.8,26.88,1.375,gain,1,hypertension,2,south_india,1,41,54,5,muscle_gain
21,1,65.2,173.7,21.61,1.55,loss,-1,diabetes,1,north_india,0,44,13,43,medical_diet
47,1,71.8,161.2,27.64,1.375,maintain,0,none,0,south_india,1,30,41,29,maintenance
48,1,83.8,181.9,25.33,1.2,loss,-1,thyroid,3,north_india,0,36,32,32,weight_loss
55,1,74.2,169.6,25.79,1.375,loss,-1,hypertension,2,north_india,0,35,35,30,weight_loss
28,0,73.4,156.1,30.12,1.2,loss,-1,none,0,north_india,0,33,30,37,weight_loss
52,1,61.6,157.3,24.89,1.2,gain,1,none,0,north_india,0,40,52,8,muscle_gain
25,1,83.7,182.8,25.04,1.2,loss,-1,none,0,north_india,0,36,29,35,weight_loss
20,1,58.4,159.4,22.99,1.9,maintain,0,diabetes,1,east_india,3,39,27,34,medical_diet
31,1,73.6,175.2,23.97,1.55,loss,-1,diabetes,1,west_india,2,43,14,43,medical_diet
30,0,66.2,162.4,25.08,1.375,gain,1,none,0,north_india,0,42,49,9,muscle_gain
62,1,80.0,163.7,29.88,1.2,maintain,0,hypertension,2,south_india,1,30,47,23,medical_diet
49,0,45.4,152.7,19.45,1.2,loss,-1,pcos,4,north_india,0,44,15,41,medical_diet
51,0,46.3,154.5,19.38,1.375,loss,-1,diabetes,1,west_india,2,46,17,37,medical_diet
62,1,74.5,159.1,29.44,1.55,gain,1,diabetes,1,east_india,3,48,34,18,muscle_gain
36,1,68.8,175.6,22.32,1.55,gain,1,none,0,south_india,1,39,51,10,muscle_gain
55,0,58.9,156.3,24.1,1.2,maintain,0,none,0,south_india,1,32,40,28,maintenance
33,1,54.3,161.4,20.85,1.375,maintain,0,pcos,4,south_india,1,40,24,36,medical_diet
19,1,59.0,179.2,18.39,1.9,gain,1,hypertension,2,south_india,1,38,55,7,muscle_gain
57,0,59.5,157.1,24.1,1.2,maintain,0,diabetes,1,north_india,0,39,23,38,medical_diet
34,0,74.3,160.9,28.69,1.375,gain,1,none,0,south_india,1,41,52,7,muscle_gain
51,1,70.6,171.4,24.05,1.2,loss,-1,hypertension,2,east_india,3,36,37,27,medical_diet
59,1,44.2,162.0,16.85,1.2,gain,1,diabetes,1,west_india,2,52,35,13,muscle_gain
33,1,71.2,169.8,24.67,1.55,maintain,0,diabetes,1,east_india,3,40,23,37,medical_diet
55,0,50.9,160.0,19.89,1.55,maintain,0,diabetes,1,north_india,0,42,26,32,medical_diet
19,1,38.0,166.7,13.68,1.375,loss,-1,thyroid,3,south_india,1,34,31,35,muscle_gain
19,0,62.5,163.5,23.39,1.375,maintain,0,none,0,east_india,3,28,41,31,maintenance
43,0,63.4,157.2,25.66,1.55,maintain,0,none,0,north_india,0,28,40,32,maintenance
30,1,83.8,169.6,29.11,1.2,loss,-1,thyroid,3,east_india,3,34,29,37,weight_loss
64,0,86.5,165.4,31.61,1.2,maintain,0,none,0,north_india,0,28,42,30,maintenance
48,1,81.3,173.5,27.01,1.725,loss,-1,thyroid,3,east_india,3,34,28,38,weight_loss
