name,calories,protein,carbs,fat,fiber,sugar,category,diet_type,region,meal_type,health_tags,glycemic_index
bread and butter pudding,167.94,5.59,19.63,7.88,0.98,11.84,grain,veg,north_india,"['breakfast', 'lunch', 'dinner']","[""veg""]",medium
queen of pudding,132.92,5.51,16.35,5.38,0.27,11.77,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""vegan""]",medium
pineapple upside down pudding,257.73,3.15,35.73,11.91,0.8,22.16,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
date and nut pie,322.42,3.93,46.86,13.31,4.13,31.18,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
stewed apple with custard,92.87,1.27,18.36,1.82,1.01,15.46,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
apple snowballs,101.51,0.86,24.58,0.31,1.25,19.4,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
hot orange souffle,179.97,6.87,18.77,8.95,0.29,14.93,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
hot chocolate souffle,226.09,6.7,26.21,11.1,0.12,22.88,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
hot vanilla souffle,192.93,6.87,21.77,9.07,0.13,18.17,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
plain burfi (burfi),408.32,9.82,30.88,27.96,0.17,30.43,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
coconut burfi (nariyal ki burfi),467.64,8.81,32.15,34.63,3.5,31.5,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
bottle gourd burfi (ghiya/lauki burfi),275.96,5.86,24.51,17.68,0.73,23.92,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
chocolate burfi,339.33,13.0,33.15,17.86,0.0,32.38,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
cashewnut burfi (kaju burfi/kaju katli),421.74,5.48,37.92,28.46,1.12,31.43,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
gram flour burfi (besan burfi),421.79,11.19,46.59,22.41,3.41,28.44,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
semolina ladoo with khoya (suji/rava aur khoye ke ladoo ),428.71,6.71,52.86,21.86,4.68,33.28,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
semolina ladoo with coconut (suji/rava aur nariyal ke ladoo ),464.43,5.68,50.9,27.03,6.69,27.32,other,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""vegan""]",high
gram flour ladoo (besan ladoo),476.91,8.93,62.61,22.76,4.43,37.76,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
sesame ladoo (til ke ladoo),396.96,10.7,43.5,19.64,7.72,38.63,other,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""vegan""]",high
chenna murki,252.69,10.46,36.01,8.2,0.0,35.55,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
milk cake,127.41,3.01,9.13,8.93,0.06,8.9,dairy,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""veg""]",medium
ghujia/lavang latika,768.98,1.86,13.0,78.93,0.52,6.08,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
gulab jamun with khoya,586.06,2.03,26.09,53.23,0.07,24.12,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
mal pua,566.68,1.71,17.56,54.64,0.62,11.77,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
shahi tukre,189.81,2.76,41.46,2.54,0.51,34.7,other,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
potato pakora/pakoda (aloo pakoda),677.19,1.9,6.04,71.84,1.03,0.22,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
onion pakora/pakoda (pyaaz ke pakode),674.61,1.9,5.41,71.84,1.11,0.88,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
cauliflower pakora/pakoda (phoolgobhi ke pakode),671.63,1.98,4.52,71.86,1.26,0.23,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
mixed vegetable pakora/pakoda,673.81,1.94,5.12,71.86,1.13,0.38,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
spinach pakora/pakoda (palak pakoda),712.62,1.96,4.68,76.38,1.02,0.2,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
methi pakora/pakoda (methi ke pakode),713.25,2.06,4.68,76.39,1.18,0.25,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
egg pakora/pakoda (ande ke pakode),710.51,2.83,4.48,75.86,0.86,0.19,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
bread pakora/pakoda,710.99,2.57,8.87,74.2,1.11,0.46,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
paneer pakora/pakoda,718.12,3.27,5.52,76.05,0.89,1.08,protein,veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""veg""]",medium
potato bonda (aloo bonda),632.84,1.09,4.53,67.8,0.83,0.27,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
potato samosa (aloo ka samosa),577.39,1.71,9.21,59.19,1.19,0.29,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
minced meat samosa (keema ka samosa),620.99,4.43,6.14,64.26,0.39,0.5,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
paneer and pea samosa (paneer matar ka samosa),623.81,4.02,8.55,63.65,1.02,1.69,protein,veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""veg""]",medium
mathri,805.12,1.75,12.32,83.1,0.6,0.29,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
khasta kachori,712.73,2.51,12.81,72.27,0.97,0.34,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
vegetable cutlet,665.45,1.25,4.68,71.33,0.93,0.35,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
flattened rice cutlet (chirwa cutlet/chivda cutlet/poha cutlet),701.71,1.76,7.39,73.89,0.86,0.27,grain,vegan,west_india,"['breakfast', 'lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
peanut cutlet (mungfali ke cutlet),698.77,2.63,5.68,74.0,1.21,0.51,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
fish cutlet (machli ka cutlet),654.64,2.77,3.13,70.11,0.54,0.29,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
paneer potato cutlet (paneer aloo cutlet),672.94,2.47,5.23,71.4,0.41,1.02,protein,veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""veg""]",medium
spinach chickpeas cutlet (palak channa dal cutlet),688.03,1.44,4.93,73.6,0.93,0.16,protein,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
cheese toast,785.37,1.98,5.49,84.11,0.31,0.53,other,veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""veg""]",medium
vegetable burger,519.93,3.26,13.69,50.63,1.7,1.88,vegetable,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
cheese pizza,249.5,5.79,30.62,12.43,1.95,3.42,other,veg,north_india,"['lunch', 'dinner']","[""veg""]",medium
vegetable seekh kebab,690.73,1.57,5.32,73.72,0.59,0.74,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
masala vada,826.02,1.69,4.06,89.15,1.07,0.24,other,vegan,south_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
peanut sago vada (sabudana mungfali vada),749.89,1.01,7.14,79.82,0.62,0.19,other,vegan,south_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
vegeterian scotch egg,681.67,2.16,4.64,72.77,0.58,0.23,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
paneer shaslik/tikka,93.85,5.11,7.98,4.49,1.23,4.61,protein,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""veg""]",medium
peanut brittle (moongfali ki chikki),320.46,6.94,47.46,11.13,2.63,43.92,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
spring roll,623.87,1.81,8.56,64.63,0.67,0.6,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
dry mango chutney (sookhe aam ki chutney),298.13,2.43,69.17,0.7,3.74,61.86,fruit,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
peanut chutney (mungfali ki chutney),258.37,11.8,9.87,19.06,5.73,2.76,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""high-fiber"", ""diabetes-friendly"", ""vegan""]",low
coconut chutney (nariyal ki chutney),265.92,3.59,8.29,25.0,6.73,3.79,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""high-fiber"", ""diabetes-friendly"", ""vegan""]",low
mint and coriander chutney (pudinay aur dhaniye ki chutney),102.6,2.81,21.18,0.51,4.33,15.88,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
custard tart,225.6,3.72,28.66,10.73,0.91,9.31,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
lemon tart,303.35,6.12,30.68,17.45,0.81,10.68,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
jam tart,360.72,4.42,46.18,17.35,1.14,14.74,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
orange cream tart,197.16,2.58,27.43,8.72,0.64,10.08,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
pineapple tart,195.4,2.29,28.62,8.21,0.87,11.09,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
cheese and mushroom tart,246.1,5.51,21.43,15.28,1.18,3.16,other,veg,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""veg""]",medium
cottage cheese pie,238.98,7.45,20.66,13.83,2.21,3.62,other,veg,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""veg""]",medium
minced meat pie,221.55,7.38,18.11,13.04,2.33,1.42,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
apple cinnamon pie,258.73,3.35,33.68,12.21,1.77,11.95,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
lemon meringue pie,224.43,3.88,35.11,8.16,0.44,21.17,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
chocolate meringue pie,214.76,4.98,28.8,9.17,0.37,15.03,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
cream puffs,221.33,4.7,16.0,15.48,0.38,5.94,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
chocolate eclairs,239.42,4.24,26.22,13.5,0.33,17.34,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
cheese balls,681.28,2.21,4.81,72.57,0.18,0.63,other,veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""veg""]",medium
minced meat patties,265.72,6.88,15.25,19.57,0.77,0.88,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
cheese patties,324.01,7.38,22.23,22.67,1.24,3.93,other,veg,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""veg""]",medium
hot cheese souffle,177.1,9.18,5.41,13.23,0.12,2.91,other,veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""veg""]",medium
hot potato souffle,125.64,5.51,8.56,7.64,0.66,1.78,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
hot fish souffle,142.92,11.23,3.69,9.24,0.1,1.68,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
hot spinach souffle,104.25,5.43,4.19,7.24,0.99,1.64,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
plain cream cake,353.94,6.18,47.18,16.17,0.71,27.74,snack,vegan,north_india,['snack'],"[""vegan""]",high
apple cake (seb ka cake),290.08,4.94,39.48,12.87,1.22,23.52,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
marble cake,354.11,6.3,46.88,16.27,0.71,27.56,snack,vegan,north_india,['snack'],"[""vegan""]",high
chocolate cake,335.61,6.01,45.14,15.18,0.64,27.58,snack,vegan,north_india,['snack'],"[""vegan""]",high
orange cake,357.61,6.1,48.28,16.21,0.83,28.38,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
fruit loaf,324.19,5.36,46.49,13.31,0.87,24.54,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
banana cake (kele ka cake),389.51,5.77,40.0,23.31,1.14,23.04,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
chocolate chiffon cake,311.71,5.76,37.87,15.8,0.7,24.25,snack,vegan,north_india,['snack'],"[""vegan""]",high
christmas cake,372.95,5.49,48.29,16.88,1.49,27.45,snack,vegan,north_india,['snack'],"[""vegan""]",high
strawberry and vanilla cake with butter icing,370.54,3.89,44.25,20.39,0.79,32.43,snack,veg,north_india,['snack'],"[""veg""]",high
eggless cake,318.08,8.12,46.14,11.75,0.68,27.7,protein,non-veg,north_india,"['lunch', 'dinner']",[],high
swiss roll,251.87,7.3,48.34,3.77,0.55,32.96,other,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
pineapple pastry,208.21,6.06,29.04,7.87,0.72,18.83,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
black forest pastry,233.55,6.09,34.48,8.46,0.54,21.35,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
coconut finger,274.86,7.09,42.56,8.86,1.87,28.55,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
pineapple cake,195.57,5.01,23.51,9.34,0.76,16.16,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
chocolate walnut cookies (chocolate aur akhrot ke cookies),424.8,6.56,47.1,23.62,1.54,22.58,snack,vegan,north_india,['snack'],"[""vegan""]",high
chocolate chip cookies,425.29,5.79,57.98,19.38,1.05,30.29,snack,vegan,north_india,['snack'],"[""vegan""]",high
sweet plain biscuit,380.76,5.86,50.29,17.67,1.07,21.77,snack,vegan,north_india,['snack'],"[""vegan""]",high
chocolate biscuit,379.76,5.88,51.56,17.09,1.01,24.16,snack,vegan,north_india,['snack'],"[""vegan""]",high
coconut biscuit (nariyal ke biscuit),434.98,5.78,42.9,27.16,3.64,20.76,snack,vegan,north_india,['snack'],"[""vegan""]",high
sweet and salty biscuit (meethay aur namkeen biscuit),407.96,6.15,45.09,22.39,1.68,7.22,snack,vegan,north_india,['snack'],"[""vegan""]",high
peanut biscuit,401.05,8.45,46.72,20.41,2.48,21.26,snack,vegan,north_india,['snack'],"[""vegan""]",high
pin wheel biscuit,404.6,5.4,54.56,18.66,1.16,23.25,snack,vegan,north_india,['snack'],"[""vegan""]",high
saffron biscuit (kesar biscuit),458.61,6.05,59.7,22.01,1.9,22.42,snack,vegan,north_india,['snack'],"[""vegan""]",high
masala biscuit,393.64,6.06,45.18,20.75,2.14,6.82,snack,vegan,north_india,['snack'],"[""vegan""]",high
ice box cookies,374.24,5.7,56.09,14.44,1.28,26.69,snack,vegan,north_india,['snack'],"[""vegan""]",high
ginger bread man,365.0,6.61,60.26,11.01,1.6,29.12,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""vegan""]",high
danish cookies,475.33,5.33,58.0,24.92,1.37,21.73,snack,vegan,north_india,['snack'],"[""vegan""]",high
short bread cookies,443.09,6.03,64.82,17.98,1.57,23.31,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""vegan""]",high
coffee biscuit,416.57,6.9,46.55,23.0,1.59,21.69,beverage,vegan,north_india,['beverage'],"[""vegan""]",high
melting moments,437.91,5.71,55.84,21.78,1.88,25.0,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
ginger biscuit (adarak ke biscuit),417.91,5.98,58.44,18.31,1.49,27.06,snack,vegan,north_india,['snack'],"[""vegan""]",high
soyabean muthias,839.33,2.46,3.7,90.45,1.47,0.17,protein,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
soyabean tikki,698.17,3.53,4.39,74.02,2.2,0.35,protein,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
soyabean namak paras,838.46,2.65,4.65,89.83,1.41,0.22,protein,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
peanut burfi (moongfali ki burfi),550.99,9.31,48.14,36.84,4.09,43.08,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
spinach peanut namak paras (palak moongfali namak paras),740.16,1.65,6.62,78.51,0.81,0.28,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
gram flour and semolina chilla/cheela/savory pancake (besan suji chilla/cheela),758.89,2.08,7.63,80.04,1.39,0.25,snack,vegan,north_india,['snack'],"[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
rice moong dal cheela (chawal aur moong dal ka cheela),798.26,2.74,11.13,82.44,1.18,0.15,protein,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
split bengal gram sweet rice (channa dal sweet rice),190.21,4.15,41.07,0.64,2.23,19.41,protein,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
sweet poori (meethi poori),782.75,2.12,14.26,79.63,1.54,7.15,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
wheat flour and moong dal burfi (atta aur moong dal ki burfi),441.08,9.84,60.0,18.41,6.02,31.12,protein,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""vegan""]",high
spinach burfi (palak burfi),121.17,2.71,12.76,6.81,1.17,12.12,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""vegan""]",medium
sweet split chickpea roti (sweet channa dal roti/puranpoli),366.59,9.51,62.66,7.93,8.16,24.73,protein,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""vegan""]",high
sprouted moong daliya,111.56,2.81,14.77,4.71,3.12,1.67,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
sprouted moong poha,192.6,5.59,26.6,6.89,3.13,1.93,grain,vegan,west_india,"['breakfast', 'lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
pearl millet ladoo (bajra ladoo),319.66,9.61,50.98,8.06,6.0,27.44,other,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""vegan""]",high
paushtik ladoo,485.87,7.65,60.34,24.98,4.57,38.12,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
paushtik roti,149.26,7.17,26.59,1.51,5.74,2.03,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""weight-loss"", ""high-fiber"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
semolina carrot vada (suji gajar vada),699.53,1.56,6.52,74.07,1.07,1.21,other,vegan,south_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
dhokla,216.49,13.45,30.68,5.28,4.95,4.78,other,vegan,west_india,"['lunch', 'dinner']","[""vegan""]",medium
kashmiri tea (kehwa),24.9,0.17,5.23,0.51,0.16,5.14,beverage,vegan,north_india,['beverage'],"[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
steeped hot coffee,15.91,0.39,3.01,0.33,0.0,2.96,beverage,vegan,north_india,['beverage'],"[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
hot chocolate,90.01,3.43,9.02,4.61,0.0,8.86,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
cold coffee (with cream),82.76,1.93,11.98,3.29,0.0,11.91,beverage,vegan,north_india,['beverage'],"[""weight-loss"", ""low-fat"", ""vegan""]",medium
banana milkshake with ice cream (kele ka milkshake ice cream ke saath),76.45,2.01,11.15,2.77,0.27,9.94,dairy,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""veg""]",medium
flavoured milkshake,66.78,2.06,8.65,2.83,0.0,8.61,dairy,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""veg""]",medium
jal jeera,30.24,0.44,6.7,0.26,0.95,5.71,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
gingo,48.02,0.14,12.42,0.06,0.17,12.08,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
mintade,40.32,0.03,10.59,0.02,0.03,10.47,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
canjee,6.61,0.24,0.44,0.42,0.36,0.21,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
cauliflower canjee (phoolgobhi ki canjee),6.9,0.39,0.35,0.42,0.49,0.09,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
potato canjee (aloo canjee),16.26,0.44,2.69,0.39,0.43,0.1,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
vermicelli porridge (semiya/seviyan porridge),78.4,2.5,10.56,2.98,0.48,7.04,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
semolina upma (suji/rava upma),147.89,3.3,16.31,7.49,3.24,1.31,grain,vegan,south_india,"['breakfast', 'lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""vegan""]",medium
vermicelli upma (semiya/seviyan upma),149.11,3.11,16.88,7.45,3.21,1.4,grain,vegan,south_india,"['breakfast', 'lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""vegan""]",medium
rice upma,151.27,2.63,17.96,7.46,2.12,1.13,grain,vegan,south_india,"['breakfast', 'lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
bread upma,129.51,2.8,12.6,7.75,1.96,1.56,grain,vegan,south_india,"['breakfast', 'lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""vegan""]",medium
vegetable upma,146.47,4.73,16.46,6.63,4.19,1.39,grain,vegan,south_india,"['breakfast', 'lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""vegan""]",medium
poha,294.53,6.09,35.05,14.14,3.72,0.87,grain,vegan,west_india,"['breakfast', 'lunch', 'dinner']","[""vegan""]",medium
vegetable poha,180.52,4.89,21.52,8.07,3.76,1.4,grain,vegan,west_india,"['breakfast', 'lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
moong dal stuffed cheela/chilla (moong dal ka cheela/chilla),154.89,6.97,19.42,5.11,4.25,1.11,protein,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
paneer stuffed cheela/chilla,205.19,11.44,19.16,8.89,4.03,3.81,protein,veg,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""veg""]",medium
indian style egg bhujia (anda bhujia (indian style)),102.83,6.1,3.76,7.02,1.53,1.95,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
french omelette/omlet,211.04,10.03,0.41,18.86,0.38,0.1,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
puffy omelette/omlet,188.15,8.82,0.08,16.84,0.0,0.08,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
orange omelette/omlet,194.66,8.93,1.68,16.84,0.0,1.68,fruit,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
cheese and mushroom omelette/omlet,205.63,9.69,1.68,17.82,0.93,1.07,other,veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""veg""]",medium
spanish omelette/omlet,157.45,8.25,5.1,11.44,2.54,1.03,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
mixed stock,25.19,2.06,0.33,1.71,0.15,0.2,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
meat stock,24.48,2.1,0.0,1.78,0.0,0.0,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
white stock,6.99,0.07,0.4,0.56,0.17,0.24,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
meat consomme (with mutton),29.76,14.86,0.51,13.68,0.71,0.24,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
consomme au julienne,27.76,12.49,1.49,10.66,1.38,0.83,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
consomme au vermicelli,29.94,15.23,1.3,12.98,0.81,0.27,other,vegan,north_india,"['lunch', 'dinner']","[""high-protein"", ""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
green pea soup (matar ka soup),39.81,11.06,3.63,12.9,2.49,0.87,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
spinach soup (palak ka soup),32.59,10.54,3.03,14.26,1.98,0.29,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
