name,calories,protein,carbs,fat,fiber,sugar,category,diet_type,region,meal_type,health_tags,glycemic_index
"chicken, broilers or fryers, wing, meat and skin, raw",191.0,17.52,0.0,12.85,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"chicken, broilers or fryers, wing, meat only, cooked, fried",211.0,30.15,0.0,9.15,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"chicken, broilers or fryers, wing, meat only, cooked, roasted",203.0,30.46,0.0,8.13,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"chicken, broilers or fryers, wing, meat only, cooked, stewed",181.0,27.18,0.0,7.18,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"chicken, roasting, meat and skin and giblets and neck, raw",213.0,17.09,0.09,15.46,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"chicken, roasting, meat only, cooked, roasted",167.0,25.01,0.0,6.63,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"chicken, roasting, giblets, raw",127.0,18.14,1.14,5.04,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"chicken, roasting, giblets, cooked, simmered",165.0,26.77,0.86,5.22,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"chicken, roasting, light meat, meat only, raw",109.0,22.2,0.0,1.63,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"chicken, stewing, meat and skin, and giblets and neck, cooked, stewed",214.0,24.88,0.0,11.91,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"chicken, stewing, meat and skin, raw",258.0,17.55,0.0,20.33,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"chicken, stewing, meat and skin, cooked, stewed",285.0,26.88,0.0,18.87,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"chicken, stewing, meat only, raw",148.0,21.26,0.0,6.32,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"chicken, stewing, meat only, cooked, stewed",237.0,30.42,0.0,11.89,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"chicken, stewing, dark meat, meat only, raw",157.0,19.7,0.0,8.12,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"chicken, stewing, dark meat, meat only, cooked, stewed",258.0,28.14,0.0,15.28,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"chicken, capons, meat and skin and giblets and neck, raw",232.0,18.51,0.08,16.9,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"chicken, capons, meat and skin and giblets and neck, cooked, roasted",226.0,28.35,0.04,11.67,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"duck, domesticated, meat and skin, raw",404.0,11.49,0.0,39.34,0.0,0.0,other,non-veg,global,"[""lunch"", ""dinner""]","[""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"duck, domesticated, meat and skin, cooked, roasted",337.0,18.99,0.0,28.35,0.0,0.0,other,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"duck, domesticated, meat only, raw",135.0,18.28,0.94,5.95,0.0,0.0,other,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"duck, domesticated, meat only, cooked, roasted",201.0,23.48,0.0,11.2,0.0,0.0,other,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"goose, domesticated, meat and skin, cooked, roasted",305.0,25.16,0.0,21.92,0.0,0.0,other,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"goose, domesticated, meat only, raw",161.0,22.75,0.0,7.13,0.0,0.0,other,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"goose, domesticated, meat only, cooked, roasted",238.0,28.97,0.0,12.67,0.0,0.0,other,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"goose, liver, raw",133.0,16.37,6.32,4.28,0.0,0.0,other,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"guinea hen, meat and skin, raw",158.0,23.4,0.0,6.45,0.0,0.0,other,vegan,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"pheasant, leg, meat only, raw",134.0,22.2,0.0,4.3,0.0,0.0,other,vegan,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"quail, meat and skin, raw",192.0,19.63,0.0,12.05,0.0,0.0,other,vegan,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"quail, meat only, raw",134.0,21.76,0.0,4.53,0.0,0.0,other,vegan,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lentils, raw",352.0,24.63,63.35,1.06,10.7,2.03,protein,vegan,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-fat"", ""heart-healthy"", ""high-fiber"", ""diabetes-friendly""]",high
"lentils, mature seeds, cooked, boiled, without salt",116.0,9.02,20.13,0.38,7.9,1.8,protein,vegan,global,"[""lunch"", ""dinner"", ""snack""]","[""weight-loss"", ""good-protein"", ""low-fat"", ""heart-healthy"", ""high-fiber"", ""diabetes-friendly""]",low
"lima beans, thin seeded (baby), mature seeds, cooked, boiled, without salt",126.0,8.04,23.31,0.38,7.7,0.0,protein,vegan,global,"[""lunch"", ""dinner"", ""snack""]","[""weight-loss"", ""good-protein"", ""low-fat"", ""heart-healthy"", ""high-fiber"", ""diabetes-friendly""]",medium
"lupins, mature seeds, raw",371.0,36.17,40.37,9.74,18.9,0.0,other,vegan,global,"[""snack""]","[""high-protein"", ""good-protein"", ""high-fiber"", ""diabetes-friendly""]",medium
"lupins, mature seeds, cooked, boiled, without salt",119.0,15.57,9.88,2.92,2.8,0.0,spice,vegan,global,"[""snack""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"mothbeans, mature seeds, raw",343.0,22.94,61.52,1.61,0.0,0.0,protein,vegan,global,"[""lunch"", ""dinner"", ""snack""]","[""high-protein"", ""good-protein"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",high
"mothbeans, mature seeds, cooked, boiled, without salt",117.0,7.81,20.96,0.55,0.0,0.0,protein,vegan,global,"[""lunch"", ""dinner"", ""snack""]","[""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",medium
"mungo beans, mature seeds, cooked, boiled, without salt",105.0,7.54,18.34,0.55,6.4,2.01,protein,vegan,global,"[""lunch"", ""dinner"", ""snack""]","[""weight-loss"", ""low-fat"", ""heart-healthy"", ""high-fiber"", ""diabetes-friendly""]",low
"peas, green, split, mature seeds, raw",364.0,23.12,61.63,3.89,22.2,3.14,vegetable,vegan,global,"[""snack""]","[""high-protein"", ""good-protein"", ""low-fat"", ""high-fiber"", ""diabetes-friendly""]",medium
"peas, split, mature seeds, cooked, boiled, without salt",118.0,8.34,21.1,0.39,8.3,2.9,vegetable,vegan,global,"[""snack""]","[""weight-loss"", ""good-protein"", ""low-fat"", ""heart-healthy"", ""high-fiber"", ""diabetes-friendly""]",low
"peanuts, all types, raw",567.0,25.8,16.13,49.24,8.5,4.72,vegetable,vegan,global,"[""snack""]","[""high-protein"", ""good-protein"", ""high-fiber"", ""diabetes-friendly""]",low
"peanuts, spanish, oil-roasted, with salt",579.0,28.01,17.45,49.04,8.9,0.0,vegetable,vegan,global,"[""snack""]","[""high-protein"", ""good-protein"", ""high-fiber"", ""diabetes-friendly""]",low
"peanuts, valencia, raw",570.0,25.09,20.91,47.58,8.7,0.0,vegetable,vegan,global,"[""snack""]","[""high-protein"", ""good-protein"", ""high-fiber"", ""diabetes-friendly""]",low
"peanuts, valencia, oil-roasted, with salt",589.0,27.04,16.3,51.24,8.9,0.0,vegetable,vegan,global,"[""snack""]","[""high-protein"", ""good-protein"", ""high-fiber"", ""diabetes-friendly""]",low
"peanuts, virginia, raw",563.0,25.19,16.54,48.75,8.5,3.95,vegetable,vegan,global,"[""snack""]","[""high-protein"", ""good-protein"", ""high-fiber"", ""diabetes-friendly""]",low
"peanut flour, low fat",428.0,33.8,31.27,21.9,15.8,0.0,grain,vegan,global,"[""snack""]","[""high-protein"", ""good-protein"", ""high-fiber"", ""diabetes-friendly""]",medium
"pigeon peas (red gram), mature seeds, raw",343.0,21.7,62.78,1.49,15.0,0.0,vegetable,vegan,global,"[""snack""]","[""high-protein"", ""good-protein"", ""low-fat"", ""heart-healthy"", ""high-fiber"", ""diabetes-friendly""]",high
"pigeon peas (red gram), mature seeds, cooked, boiled, without salt",121.0,6.76,23.25,0.38,6.7,0.0,vegetable,vegan,global,"[""snack""]","[""weight-loss"", ""low-fat"", ""heart-healthy"", ""high-fiber"", ""diabetes-friendly""]",medium
"refried beans, canned, traditional style",90.0,4.98,13.55,2.01,3.7,0.54,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"bacon, meatless",309.0,11.69,5.31,29.52,2.6,0.0,other,non-veg,global,"[""lunch"", ""dinner""]","[""good-protein"", ""low-carb"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"soybeans, mature seeds, roasted, salted",469.0,38.55,30.22,25.4,17.7,4.2,protein,vegan,global,"[""lunch"", ""dinner"", ""snack""]","[""high-protein"", ""good-protein"", ""high-fiber"", ""diabetes-friendly""]",low
"soybeans, mature seeds, dry roasted",449.0,43.32,28.98,21.62,8.1,0.0,protein,vegan,global,"[""lunch"", ""dinner"", ""snack""]","[""high-protein"", ""good-protein"", ""high-fiber"", ""diabetes-friendly""]",medium
miso,198.0,12.79,25.37,6.01,5.4,6.2,other,vegan,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""good-protein"", ""high-fiber""]",medium
natto,211.0,19.4,12.68,11.0,5.4,4.89,other,vegan,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""high-fiber"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"soy flour, low-fat",372.0,49.81,30.63,8.9,16.0,9.33,grain,vegan,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""high-fiber""]",low
"soy meal, defatted, raw",337.0,49.2,35.89,2.39,0.0,0.0,protein,vegan,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",medium
"soymilk, original and vanilla, unfortified",54.0,3.27,6.28,1.75,0.6,3.99,protein,veg,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"soy protein concentrate, produced by alcohol extraction",328.0,63.63,25.41,0.46,5.5,20.0,protein,vegan,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-fat"", ""heart-healthy"", ""high-fiber""]",medium
"tofu, firm, prepared with calcium sulfate and magnesium chloride (nigari)",78.0,9.04,2.85,4.17,0.9,0.6,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",61.0,7.17,1.18,3.69,0.2,0.7,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"tofu, dried-frozen (koyadofu)",477.0,52.47,10.03,30.34,7.2,0.0,protein,vegan,global,"[""snack""]","[""high-protein"", ""good-protein"", ""high-fiber"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"tofu, fried",270.0,18.82,8.86,20.18,3.9,2.72,protein,vegan,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""diabetes-friendly"", ""diabetes-friendly""]",low
okara,76.0,3.52,12.23,1.73,0.0,0.0,other,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"winged beans, mature seeds, cooked, boiled, without salt",147.0,10.62,14.94,5.84,0.0,0.0,protein,vegan,global,"[""lunch"", ""dinner"", ""snack""]","[""weight-loss"", ""good-protein"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"hummus, home prepared",177.0,4.86,20.12,8.59,4.0,0.27,other,vegan,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""diabetes-friendly""]",medium
"falafel, home-prepared",333.0,13.31,31.84,17.8,0.0,0.0,other,vegan,global,"[""lunch"", ""dinner""]","[""good-protein"", ""diabetes-friendly""]",medium
"soymilk, original and vanilla, with added calcium, vitamins a and d",43.0,2.6,4.92,1.47,0.2,3.65,protein,veg,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"peanut spread, reduced sugar",650.0,24.8,14.23,54.89,7.8,6.35,vegetable,vegan,global,"[""snack""]","[""high-protein"", ""good-protein"", ""high-fiber""]",low
"peanut butter, smooth, reduced fat",520.0,25.9,35.65,34.0,5.2,9.28,vegetable,veg,global,"[""snack""]","[""high-protein"", ""good-protein"", ""high-fiber""]",medium
"peanut butter, smooth, vitamin and mineral fortified",591.0,25.72,18.75,50.81,5.6,10.47,vegetable,veg,global,"[""snack""]","[""high-protein"", ""good-protein"", ""high-fiber""]",low
"peanut butter, chunky, vitamin and mineral fortified",593.0,26.06,17.69,51.47,5.7,10.94,vegetable,veg,global,"[""snack""]","[""high-protein"", ""good-protein"", ""high-fiber""]",low
"mori-nu, tofu, silken, firm",62.0,6.9,2.4,2.7,0.1,1.27,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"mori-nu, tofu, silken, extra firm",55.0,7.4,2.0,1.9,0.1,0.99,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"mori-nu, tofu, silken, lite firm",37.0,6.3,1.1,0.8,0.0,0.45,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"mori-nu, tofu, silken, lite extra firm",38.0,7.0,1.0,0.7,0.0,0.42,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"refried beans, canned, fat-free",79.0,5.34,13.5,0.45,4.7,0.61,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"frijoles rojos volteados (refried beans, red, canned)",144.0,5.0,15.47,6.93,4.7,0.0,protein,vegan,global,"[""beverage""]","[""weight-loss"", ""diabetes-friendly""]",low
"tempeh, cooked",195.0,19.91,7.62,11.38,0.0,0.0,protein,vegan,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"vitasoy usa, nasoya lite firm tofu",54.0,8.3,1.3,1.7,0.6,0.2,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"peanut butter, chunk style, without salt",589.0,24.06,21.57,49.94,8.0,8.41,vegetable,veg,global,"[""snack""]","[""high-protein"", ""good-protein"", ""high-fiber""]",low
"peanut butter, smooth style, without salt",598.0,22.21,22.31,51.36,5.0,10.49,vegetable,veg,global,"[""snack""]","[""high-protein"", ""good-protein""]",medium
"peanut butter with omega-3, creamy",608.0,24.47,17.0,54.17,6.1,3.11,vegetable,veg,global,"[""snack""]","[""high-protein"", ""good-protein"", ""high-fiber"", ""diabetes-friendly""]",low
"pigeon peas (red gram), mature seeds, cooked, boiled, with salt",121.0,6.76,23.25,0.38,6.7,0.0,vegetable,vegan,global,"[""snack""]","[""weight-loss"", ""low-fat"", ""heart-healthy"", ""high-fiber"", ""diabetes-friendly""]",medium
"soy sauce made from soy and wheat (shoyu), low sodium",57.0,9.05,5.59,0.3,0.7,0.5,grain,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""good-protein"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"soy sauce, reduced sodium, made from hydrolyzed vegetable protein",90.0,8.19,14.44,0.31,0.3,5.63,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""good-protein"", ""low-fat"", ""heart-healthy""]",low
"tofu, raw, firm, prepared with calcium sulfate",144.0,17.27,2.78,8.72,2.3,0.0,protein,vegan,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"tofu, raw, regular, prepared with calcium sulfate",76.0,8.08,1.87,4.78,0.3,0.62,protein,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"winged beans, mature seeds, cooked, boiled, with salt",147.0,10.62,14.94,5.84,0.0,0.0,protein,vegan,global,"[""lunch"", ""dinner"", ""snack""]","[""weight-loss"", ""good-protein"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"veal, australian, rib, rib roast, separable lean only, raw",134.0,21.7,1.4,4.63,0.0,0.0,other,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, raw",267.0,16.88,0.0,21.59,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, cooked",294.0,24.52,0.0,20.94,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, raw",201.0,18.91,0.0,13.38,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",243.0,28.37,0.0,13.46,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, raw",120.0,21.08,0.0,3.29,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",187.0,31.01,0.0,6.02,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",225.0,26.41,0.0,12.45,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, raw",125.0,20.52,0.0,4.19,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",180.0,28.17,0.0,6.67,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lamb, leg, sirloin half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",272.0,16.94,0.0,22.11,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",316.0,25.17,0.0,23.08,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",309.0,22.55,0.0,23.59,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, raw",143.0,20.88,0.0,5.94,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",216.0,29.99,0.0,9.73,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, raw",169.0,19.98,0.0,9.23,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",235.0,27.74,0.0,12.95,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",232.0,26.16,0.0,13.31,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, raw",264.0,16.58,0.0,21.45,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
